,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009
çëì‡ëçê∂éYÅiê∂éYë§Åj,"248,375.90","264,641.70","276,162.80","288,772.70","308,238.40","330,396.80","342,266.40","362,296.70","387,685.60","415,885.20","451,683.00","473,607.60","483,255.60","482,607.60","489,378.80","497,740.00","509,095.80","513,612.90","503,324.10","499,544.20","504,118.80","493,644.70","489,875.20","493,747.50","498,490.60","503,186.70","510,937.60","515,804.30","492,067.00","474,040.20"
